sequence_id	country	partner	subtype	status	date
PG-15-BW-123731|Botswana|Botswana|2015-02	Botswana	Botswana	C		2015-02
PG-15-BW-040227|Botswana|Botswana|2015-02	Botswana	Botswana	C		2015-02
PG-15-BW-622086|Botswana|Botswana|2015-02	Botswana	Botswana	C		2015-02
PG-15-BW-726121|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-786288|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-17-BW-143487|Botswana|Botswana|2017-08	Botswana	Botswana	C		2017-08
PG-15-BW-457220|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-872065|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-17-BW-507677a|Botswana|Botswana|2017-08	Botswana	Botswana	C		2017-08
PG-17-BW-507677b|Botswana|Botswana|2017-08	Botswana	Botswana	C		2017-08
PG-15-BW-041075|Botswana|Botswana|2015-02	Botswana	Botswana	08_BC		2015-02
PG-15-BW-620430.1|Botswana|Botswana|2015-02	Botswana	Botswana	C		2015-02
PG-15-BW-620430.2|Botswana|Botswana|2017-08	Botswana	Botswana	08_BC		2017-08
PG-15-BW-286058|Botswana|Botswana|2015-02	Botswana	Botswana	C		2015-02
PG-15-BW-132861|Botswana|Botswana|2015-02	Botswana	Botswana	08_BC		2015-02
PG-15-BW-611088|Botswana|Botswana|2015-02	Botswana	Botswana	C		2015-02
PG-15-BW-476710|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-261403|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-242145|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-704102|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-814243|Botswana|Botswana|2015-02	Botswana	Botswana	08_BC		2015-02
PG-15-BW-811326|Botswana|Botswana|2015-02	Botswana	Botswana	07_BC		2015-02
PG-17-BW-746578|Botswana|Botswana|2017-08	Botswana	Botswana	C		2017-08
PG-17-BW-466423|Botswana|Botswana|2017-08	Botswana	Botswana	08_BC		2017-08
PG-15-BW-313253|Botswana|Botswana|2015-02	Botswana	Botswana	C		2015-02
PG-15-BW-020523|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-17-BW-823175a|Botswana|Botswana|2017-08	Botswana	Botswana	08_BC		2017-08
PG-17-BW-823175b|Botswana|Botswana|2017-08	Botswana	Botswana	C		2017-08
PG-15-BW-763022|Botswana|Botswana|2015-02	Botswana	Botswana	C		2015-02
PG-15-BW-651838|Botswana|Botswana|2015-02	Botswana	Botswana	08_BC		2015-02
PG-15-BW-806514|Botswana|Botswana|2015-02	Botswana	Botswana	08_BC		2015-02
PG-15-BW-556183|Botswana|Botswana|2015-02	Botswana	Botswana	08_BC		2015-02
PG-15-BW-635441|Botswana|Botswana|2015-02	Botswana	Botswana	08_BC		2015-02
PG-15-BW-375335|Botswana|Botswana|2015-02	Botswana	Botswana	08_BC		2015-02
PG-17-BW-246478|Botswana|Botswana|2017-08	Botswana	Botswana	C		2017-08
PG-15-BW-463563|Botswana|Botswana|2015-02	Botswana	Botswana	C		2015-02
PG-17-BW-603548|Botswana|Botswana|2017-08	Botswana	Botswana	08_BC		2017-08
PG-17-BW-576662|Botswana|Botswana|2017-08	Botswana	Botswana	08_BC		2017-08
PG-15-BW-202468|Botswana|Botswana|2015-02	Botswana	Botswana	C		2015-02
PG-15-BW-276823a|Botswana|Botswana|2015-02	Botswana	Botswana	C		2015-02
PG-15-BW-276823b|Botswana|Botswana|2015-02	Botswana	Botswana	C		2015-02
PG-15-BW-132753a|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-132753b|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-373274|Botswana|Botswana|2015-02	Botswana	Botswana	C		2015-02
PG-17-BW-188072|Botswana|Botswana|2017-08	Botswana	Botswana	C		2017-08
PG-15-BW-251435|Botswana|Botswana|2015-02	Botswana	Botswana	08_BC		2015-02
PG-15-BW-482746|Botswana|Botswana|2015-02	Botswana	Botswana	08_BC		2015-02
PG-15-BW-741426|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-17-BW-668012|Botswana|Botswana|2017-08	Botswana	Botswana	C		2017-08
PG-17-BW-760376|Botswana|Botswana|2017-08	Botswana	Botswana	C		2017-08
PG-15-BW-478334|Botswana|Botswana|2015-02	Botswana	Botswana	C		2015-02
PG-15-BW-425666|Botswana|Botswana|2015-02	Botswana	Botswana	C		2015-02
PG-15-BW-182270|Botswana|Botswana|2015-02	Botswana	Botswana	C		2015-02
PG-17-BW-172702|Botswana|Botswana|2017-08	Botswana	Botswana	08_BC		2017-08
PG-17-BW-880618|Botswana|Botswana|2017-08	Botswana	Botswana	C		2017-08
PG-15-BW-150400|Botswana|Botswana|2015-02	Botswana	Botswana	C		2015-02
PG-15-BW-027620|Botswana|Botswana|2015-02	Botswana	Botswana	C		2015-02
PG-15-BW-787682|Botswana|Botswana|2015-02	Botswana	Botswana	07_BC		2015-02
PG-15-BW-153434|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-16-BW-202664|Botswana|Botswana|2016-02	Botswana	Botswana	08_BC		2016-02
PG-17-BW-263835|Botswana|Botswana|2017-08	Botswana	Botswana	C		2017-08
PG-15-BW-123518|Botswana|Botswana|2015-02	Botswana	Botswana	C		2015-02
PG-15-BW-465676|Botswana|Botswana|2015-02	Botswana	Botswana	08_BC		2015-02
PG-15-BW-738545a|Botswana|Botswana|2015-02	Botswana	Botswana	08_BC		2015-02
PG-15-BW-738545b|Botswana|Botswana|2015-02	Botswana	Botswana	08_BC		2015-02
PG-15-BW-345708|Botswana|Botswana|2015-02	Botswana	Botswana	C		2015-02
PG-15-BW-115554|Botswana|Botswana|2015-02	Botswana	Botswana	C		2015-02
PG-17-BW-201866a|Botswana|Botswana|2017-08	Botswana	Botswana	08_BC		2017-08
PG-17-BW-201866b|Botswana|Botswana|2017-08	Botswana	Botswana	08_BC		2017-08
PG-15-BW-848423|Botswana|Botswana|2015-02	Botswana	Botswana	C		2015-02
PG-15-BW-656654|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-154314|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-701138|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-370706|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-632620a|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-632620b|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-632620c|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-478482|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-847322|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-882606|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-243741|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-17-BW-738132|Botswana|Botswana|2017-08	Botswana	Botswana	08_BC		2017-08
PG-15-BW-684018|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-532767|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-003316|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-512867|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-048253|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-705286a|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-705286b|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-705286c|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-762663|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-820018|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-238300|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-426276|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-775825a|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-775825b|Botswana|Botswana|2015-03	Botswana	Botswana	88_BC		2015-03
PG-15-BW-888388|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-644832|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-853045|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-146615|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-640583|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-674770a|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-674770b|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-674770c|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-563784|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-382063|Botswana|Botswana|2015-03	Botswana	Botswana	88_BC		2015-03
PG-15-BW-237376|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-561423a|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-561423b|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-480574|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-147861|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-244547|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-17-BW-104826|Botswana|Botswana|2017-08	Botswana	Botswana	C		2017-08
PG-15-BW-246558|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-841582a|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-841582b|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-810668|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-17-BW-635634|Botswana|Botswana|2017-08	Botswana	Botswana	08_BC		2017-08
PG-15-BW-327406|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-028056|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-267824|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-121750.1|Botswana|Botswana|2015-01	Botswana	Botswana	C		2015-01
PG-15-BW-121750.2|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-477475|Botswana|Botswana|2015-03	Botswana	Botswana	88_BC		2015-03
PG-15-BW-527735|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-380706.1|Botswana|Botswana|2015-01	Botswana	Botswana	C		2015-01
PG-15-BW-380706.2|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-854628|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-843548.1|Botswana|Botswana|2015-01	Botswana	Botswana	C		2015-01
PG-15-BW-843548.2|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-744624|Botswana|Botswana|2015-03	Botswana	Botswana	88_BC		2015-03
PG-15-BW-005880|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-473655|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-070145|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-744340|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-418778|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-650523.1|Botswana|Botswana|2015-01	Botswana	Botswana	08_BC		2015-01
PG-15-BW-650523.2|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-682406a|Botswana|Botswana|2015-03	Botswana	Botswana	61_BC		2015-03
PG-15-BW-682406b|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-814010|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-803788|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-031770|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-611458|Botswana|Botswana|2015-03	Botswana	Botswana	88_BC		2015-03
PG-15-BW-731678.1|Botswana|Botswana|2015-01	Botswana	Botswana	08_BC		2015-01
PG-15-BW-731678.2|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-133567|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-730115|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-451250|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-655275|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-072400.1|Botswana|Botswana|2015-01	Botswana	Botswana	08_BC		2015-01
PG-15-BW-072400.2|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-274536|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-776161|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-754020|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-688265|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-173744.1|Botswana|Botswana|2015-01	Botswana	Botswana	C		2015-01
PG-15-BW-173744.2|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-17-BW-668356|Botswana|Botswana|2017-07	Botswana	Botswana	C		2017-07
PG-15-BW-500802|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-17-BW-637514|Botswana|Botswana|2017-07	Botswana	Botswana	08_BC		2017-07
PG-15-BW-363104|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-17-BW-613548|Botswana|Botswana|2017-07	Botswana	Botswana	08_BC		2017-07
PG-17-BW-328533|Botswana|Botswana|2017-07	Botswana	Botswana	C		2017-07
PG-17-BW-104460|Botswana|Botswana|2017-07	Botswana	Botswana	08_BC		2017-07
PG-15-BW-465811|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-385845.1|Botswana|Botswana|2015-01	Botswana	Botswana	C		2015-01
PG-15-BW-385845.2|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-17-BW-433184|Botswana|Botswana|2017-08	Botswana	Botswana	C		2017-08
PG-15-BW-034015|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-17-BW-271127|Botswana|Botswana|2017-08	Botswana	Botswana	08_BC		2017-08
PG-17-BW-425223|Botswana|Botswana|2017-08	Botswana	Botswana	08_BC		2017-08
PG-17-BW-376141|Botswana|Botswana|2017-08	Botswana	Botswana	08_BC		2017-08
PG-15-BW-038625|Botswana|Botswana|2015-03	Botswana	Botswana	88_BC		2015-03
PG-15-BW-806175.1|Botswana|Botswana|2015-01	Botswana	Botswana	08_BC		2015-01
PG-15-BW-806175.2a|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-806175.2b|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-850238|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-467464|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-236153|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-486813|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-440231|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-754673.1|Botswana|Botswana|2015-01	Botswana	Botswana	C		2015-01
PG-15-BW-754673.2|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-383712|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-17-BW-523200|Botswana|Botswana|2017-08	Botswana	Botswana	08_BC		2017-08
PG-15-BW-144545|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-754766|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-641663|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-007434.1|Botswana|Botswana|2015-01	Botswana	Botswana	C		2015-01
PG-15-BW-007434.2|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-623361|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-446837.1|Botswana|Botswana|2015-01	Botswana	Botswana	C		2015-01
PG-15-BW-446837.2|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-207464.1|Botswana|Botswana|2015-01	Botswana	Botswana	C		2015-01
PG-15-BW-207464.2|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-338810.1|Botswana|Botswana|2015-01	Botswana	Botswana	C		2015-01
PG-15-BW-338810.2|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-752457|Botswana|Botswana|2015-03	Botswana	Botswana	88_BC		2015-03
PG-15-BW-034612.1|Botswana|Botswana|2015-01	Botswana	Botswana	C		2015-01
PG-15-BW-034612.2|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-17-BW-357122|Botswana|Botswana|2017-06	Botswana	Botswana	C		2017-06
PG-17-BW-677678|Botswana|Botswana|2017-07	Botswana	Botswana	08_BC		2017-07
PG-17-BW-282480|Botswana|Botswana|2017-07	Botswana	Botswana	08_BC		2017-07
PG-17-BW-342184|Botswana|Botswana|2017-07	Botswana	Botswana	C		2017-07
PG-17-BW-754478|Botswana|Botswana|2017-08	Botswana	Botswana	C		2017-08
PG-17-BW-706511|Botswana|Botswana|2017-08	Botswana	Botswana	08_BC		2017-08
PG-17-BW-357483a|Botswana|Botswana|2017-08	Botswana	Botswana	C		2017-08
PG-17-BW-357483b|Botswana|Botswana|2017-08	Botswana	Botswana	08_BC		2017-08
PG-17-BW-252720|Botswana|Botswana|2017-09	Botswana	Botswana	C		2017-09
PG-17-BW-436705|Botswana|Botswana|2017-07	Botswana	Botswana	C		2017-07
PG-17-BW-820381|Botswana|Botswana|2017-07	Botswana	Botswana	C		2017-07
PG-17-BW-102200|Botswana|Botswana|2017-07	Botswana	Botswana	08_BC		2017-07
PG-17-BW-816285|Botswana|Botswana|2017-08	Botswana	Botswana	C		2017-08
PG-17-BW-337101|Botswana|Botswana|2017-09	Botswana	Botswana	C		2017-09
PG-15-BW-833025|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-645266|Botswana|Botswana|2015-01	Botswana	Botswana	08_BC		2015-01
PG-15-BW-378558|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-105680|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-852171.1|Botswana|Botswana|2015-01	Botswana	Botswana	C		2015-01
PG-15-BW-852171.2|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-714150.1|Botswana|Botswana|2015-01	Botswana	Botswana	C		2015-01
PG-15-BW-714150.2|Botswana|Botswana|2015-03	Botswana	Botswana	31_BC		2015-03
PG-15-BW-458441|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-716570|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-17-BW-276823|Botswana|Botswana|2017-07	Botswana	Botswana	C		2017-07
PG-17-BW-483632a|Botswana|Botswana|2017-07	Botswana	Botswana	C		2017-07
PG-17-BW-483632b|Botswana|Botswana|2017-07	Botswana	Botswana	C		2017-07
PG-17-BW-528587|Botswana|Botswana|2017-07	Botswana	Botswana	08_BC		2017-07
PG-17-BW-126284|Botswana|Botswana|2017-07	Botswana	Botswana	08_BC		2017-07
PG-17-BW-220200|Botswana|Botswana|2017-08	Botswana	Botswana	08_BC		2017-08
PG-17-BW-507874|Botswana|Botswana|2017-09	Botswana	Botswana	C		2017-09
PG-15-BW-711254|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-518782|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-004408.1|Botswana|Botswana|2015-01	Botswana	Botswana	08_BC		2015-01
PG-15-BW-004408.2|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-240132|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-242430|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-768053|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-644315.1|Botswana|Botswana|2015-01	Botswana	Botswana	31_BC		2015-01
PG-15-BW-644315.2a|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-644315.2b|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-635166|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-117834|Botswana|Botswana|2015-03	Botswana	Botswana	08_BC		2015-03
PG-15-BW-156250.1|Botswana|Botswana|2015-01	Botswana	Botswana	C		2015-01
PG-15-BW-156250.2|Botswana|Botswana|2015-03	Botswana	Botswana	88_BC		2015-03
PG-15-BW-010563.1|Botswana|Botswana|2015-01	Botswana	Botswana	C		2015-01
PG-15-BW-010563.2a|Botswana|Botswana|2015-03	Botswana	Botswana	88_BC		2015-03
PG-15-BW-010563.2b|Botswana|Botswana|2015-03	Botswana	Botswana	07_BC		2015-03
PG-15-BW-848774|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-665334.1|Botswana|Botswana|2015-01	Botswana	Botswana	08_BC		2015-01
PG-15-BW-665334.2|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-180766|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-15-BW-225561|Botswana|Botswana|2015-03	Botswana	Botswana	C		2015-03
PG-17-BW-813356|Botswana|Botswana|2017-07	Botswana	Botswana	08_BC		2017-07
PG-17-BW-611486|Botswana|Botswana|2017-07	Botswana	Botswana	C		2017-07
PG-17-BW-472251|Botswana|Botswana|2017-08	Botswana	Botswana	C		2017-08
PG-17-BW-837504|Botswana|Botswana|2017-07	Botswana	Botswana	C		2017-07
PG-17-BW-555216|Botswana|Botswana|2017-07	Botswana	Botswana	C		2017-07
PG-17-BW-483637|Botswana|Botswana|2017-08	Botswana	Botswana	C		2017-08
PG-17-BW-853082|Botswana|Botswana|2017-07	Botswana	Botswana	C		2017-07
PG-17-BW-043875|Botswana|Botswana|2017-07	Botswana	Botswana	C		2017-07
PG-17-BW-721021|Botswana|Botswana|2017-08	Botswana	Botswana	C		2017-08
PG-17-BW-254261|Botswana|Botswana|2017-08	Botswana	Botswana	C		2017-08
PG-17-BW-238338|Botswana|Botswana|2017-06	Botswana	Botswana	C		2017-06
PG-17-BW-421785|Botswana|Botswana|2017-07	Botswana	Botswana	C		2017-07
PG-17-BW-863344|Botswana|Botswana|2017-07	Botswana	Botswana	08_BC		2017-07
PG-17-BW-883558|Botswana|Botswana|2017-07	Botswana	Botswana	08_BC		2017-07
PG-17-BW-571810|Botswana|Botswana|2017-07	Botswana	Botswana	08_BC		2017-07
PG-17-BW-143180|Botswana|Botswana|2017-07	Botswana	Botswana	C		2017-07
PG-17-BW-101512|Botswana|Botswana|2017-07	Botswana	Botswana	08_BC		2017-07
PG-17-BW-216317|Botswana|Botswana|2017-07	Botswana	Botswana	C		2017-07
PG-17-BW-176188|Botswana|Botswana|2017-08	Botswana	Botswana	08_BC		2017-08
PG-17-BW-203410|Botswana|Botswana|2017-08	Botswana	Botswana	C		2017-08
PG-17-BW-843036|Botswana|Botswana|2017-08	Botswana	Botswana	C		2017-08
PG-17-BW-565657|Botswana|Botswana|2017-08	Botswana	Botswana	08_BC		2017-08
PG-17-BW-550331|Botswana|Botswana|2017-07	Botswana	Botswana	C		2017-07
PG-17-BW-655033|Botswana|Botswana|2017-07	Botswana	Botswana	C		2017-07
PG-17-BW-625346|Botswana|Botswana|2017-07	Botswana	Botswana	C		2017-07
PG-17-BW-422163|Botswana|Botswana|2017-07	Botswana	Botswana	C		2017-07
PG-17-BW-504722|Botswana|Botswana|2017-07	Botswana	Botswana	08_BC		2017-07
PG-17-BW-782031|Botswana|Botswana|2017-08	Botswana	Botswana	C		2017-08
PG-17-BW-258411|Botswana|Botswana|2017-08	Botswana	Botswana	08_BC		2017-08
PG-18-BW-773130|Botswana|Botswana|2018-02	Botswana	Botswana	C		2018-02
PG-17-BW-085364|Botswana|Botswana|2017-08	Botswana	Botswana	C		2017-08
PG-17-BW-278228|Botswana|Botswana|2017-08	Botswana	Botswana	C		2017-08
PG-17-BW-512161|Botswana|Botswana|2017-07	Botswana	Botswana	08_BC		2017-07
PG-17-BW-601117|Botswana|Botswana|2017-07	Botswana	Botswana	C		2017-07
PG-17-BW-221657|Botswana|Botswana|2017-07	Botswana	Botswana	08_BC		2017-07
PG-17-BW-045844a|Botswana|Botswana|2017-07	Botswana	Botswana	C		2017-07
PG-17-BW-045844b|Botswana|Botswana|2017-07	Botswana	Botswana	C		2017-07
PG-17-BW-702448a|Botswana|Botswana|2017-07	Botswana	Botswana	C		2017-07
PG-17-BW-702448b|Botswana|Botswana|2017-07	Botswana	Botswana	C		2017-07
PG-17-BW-428866|Botswana|Botswana|2017-08	Botswana	Botswana	C		2017-08
PG-17-BW-618804a|Botswana|Botswana|2017-08	Botswana	Botswana	08_BC		2017-08
PG-17-BW-618804b|Botswana|Botswana|2017-08	Botswana	Botswana	C		2017-08
PG-17-BW-322840a|Botswana|Botswana|2017-08	Botswana	Botswana	08_BC		2017-08
PG-17-BW-322840b|Botswana|Botswana|2017-08	Botswana	Botswana	C		2017-08
PG-17-BW-413648|Botswana|Botswana|2017-08	Botswana	Botswana	08_BC		2017-08
PG-17-BW-883535a|Botswana|Botswana|2017-09	Botswana	Botswana	08_BC		2017-09
PG-17-BW-883535b|Botswana|Botswana|2017-09	Botswana	Botswana	08_BC		2017-09
PG-17-BW-514508|Botswana|Botswana|2017-07	Botswana	Botswana	62_BC		2017-07
